id,client_code,name,business_registration_number,owner_name,address,remarks,status,created_at,updated_at
289,"",골든정형외과의원,204-93-89384,이승용,"서울특별시 영등포구 도림로48길 4, 대림스타빌딩 2,3층 (대림동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
290,"",강북으뜸병원,651-97-00905,김태완,"서울특별시 강북구 도봉로 187, 지하1층, 지상1층~지상5층 (미아동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
291,"",강남고려병원,112-96-00500,김병욱,"서울특별시 관악구 관악로 242, (봉천동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
292,"",강남성모내과의원,108-90-83228,한상국,"서울특별시 동작구 동작대로 89, 골든시네마타워 6층 602-1호 (사당동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
293,"",코튼이비인후과의원,473-12-03023,조형준,"서울특별시 영등포구 신풍로 28, 에코동 2층 201~206호 (신길동, 비스타동원)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
294,"",삼성나은내과의원,453-97-01687,신수린,"경기도 구리시 경춘로 223, 명동빌딩 404,405호 (인창동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
295,"",아미랑의원,696-14-01942,김선만,"경기도 수원시 장안구 경수대로1044번길 4, 2,3,4,5층 (파장동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
296,"",연세의원(남양주),132-90-66649,이승철,"경기도 남양주시 평내로29번길 49, 304호 (평내동, 엠2프라자)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
297,"",연세의원(강서),130-96-05783,김금전,"서울특별시 강서구 화곡로 197, 1,2층 (화곡동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
298,"",정내과의원(군포),123-91-35023,정철헌,"경기도 군포시 금산로22번길 6, 2층 (금정동, 태을빌딩)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
